tic,datafqtr,cshoq,cshtrq,capxy,oiadpq,niq,xoprq,teqq,atq,epsfiq,cshoq,cshtrq,capxy,oiadpq,niq,xoprq,teqq,atq,epsfiq,gmrmexpq,gmrmrevq,hbinvfhq,hbinvludq,hbinvtq,hbloq,conm,revtq,sentiment_x,sentiment_y,SALE PRICE,Real GDP SA(billion),M2 SA(billion),M2-M1 Growth Gap(%),M2V,Prime Rate(%)
MRCBF,2018Q3,11.395,46.75,11.395,153.829,202262.0,153.829,202262.0,4126.012,382.113,4126.012,382.113,10783.484,132.479,10783.484,132.479,4.11,46.75,4.11,11.395,46.75,11.395,153.829,202262.0,153.829,202262.0,4126.012,382.113,4126.012,382.113,10783.484,132.479,10783.484,132.479,4.11
MRCBF,2018Q4,11.294,80.889,11.294,183.19,128779.0,183.19,128779.0,4228.798,543.093,4228.798,543.093,11082.758,109.797,11082.758,109.797,7.13,80.889,7.13,11.294,80.889,11.294,183.19,128779.0,183.19,128779.0,4228.798,543.093,4228.798,543.093,11082.758,109.797,11082.758,109.797,7.13
MRCBF,2019Q1,11.287,33.486,11.287,196.425,77678.0,196.425,77678.0,4236.266,24.812,4236.266,24.812,11244.717,84.303,11244.717,84.303,2.97,33.486,2.97,11.287,33.486,11.287,196.425,77678.0,196.425,77678.0,4236.266,24.812,4236.266,24.812,11244.717,84.303,11244.717,84.303,2.97
MRCBF,2019Q2,11.283,69.722,11.283,152.677,64297.0,152.677,64297.0,4256.628,56.547,4256.628,56.547,11268.372,138.72,11268.372,138.72,6.17,69.722,6.17,11.283,69.722,11.283,152.677,64297.0,152.677,64297.0,4256.628,56.547,4256.628,56.547,11268.372,138.72,11268.372,138.72,6.17
MRCBF,2019Q3,11.283,-1.18,11.283,173.911,101595.0,173.911,101595.0,4273.728,147.366,4273.728,147.366,11371.157,116.168,11371.157,116.168,-0.1,-1.18,-0.1,11.283,-1.18,11.283,173.911,101595.0,173.911,101595.0,4273.728,147.366,4273.728,147.366,11371.157,116.168,11371.157,116.168,-0.1
MRCBF,2019Q4,11.283,84.911,11.283,155.363,104771.0,155.363,104771.0,4305.717,471.882,4305.717,471.882,11703.084,135.454,11703.084,135.454,7.53,84.911,7.53,11.283,84.911,11.283,155.363,104771.0,155.363,104771.0,4305.717,471.882,4305.717,471.882,11703.084,135.454,11703.084,135.454,7.53
MRCBF,2020Q1,11.247,33.412,11.247,207.537,283424.0,207.537,283424.0,4376.688,30.241,4376.688,30.241,11858.885,75.649,11858.885,75.649,2.97,33.412,2.97,11.247,33.412,11.247,207.537,283424.0,207.537,283424.0,4376.688,30.241,4376.688,30.241,11858.885,75.649,11858.885,75.649,2.97
MRCBF,2020Q2,11.231,-65.396,11.231,111.564,253973.0,111.564,253973.0,4181.29,47.73,4181.29,47.73,11549.634,120.475,11549.634,120.475,-5.81,-65.396,-5.81,11.231,-65.396,11.231,111.564,253973.0,111.564,253973.0,4181.29,47.73,4181.29,47.73,11549.634,120.475,11549.634,120.475,-5.81
MRCBF,2020Q3,11.152,-4.606,11.152,129.811,237832.0,129.811,237832.0,4087.185,67.499,4087.185,67.499,11466.149,113.084,11466.149,113.084,-0.42,-4.606,-0.42,11.152,-4.606,11.152,129.811,237832.0,129.811,237832.0,4087.185,67.499,4087.185,67.499,11466.149,113.084,11466.149,113.084,-0.42
MRCBF,2020Q4,11.109,-62.328,11.109,167.366,478899.0,167.366,478899.0,3912.698,91.574,3912.698,91.574,11052.688,83.408,11052.688,83.408,-5.61,-62.328,-5.61,11.109,-62.328,11.109,167.366,478899.0,167.366,478899.0,3912.698,91.574,3912.698,91.574,11052.688,83.408,11052.688,83.408,-5.61
MRCBF,2021Q1,11.1,15.155,11.1,173.929,525973.0,173.929,525973.0,3917.944,13.187,3917.944,13.187,11067.69,64.675,11067.69,64.675,1.37,15.155,1.37,11.1,15.155,11.1,173.929,525973.0,173.929,525973.0,3917.944,13.187,3917.944,13.187,11067.69,64.675,11067.69,64.675,1.37
MRCBF,2021Q2,11.1,16.498,11.1,162.039,594478.0,162.039,594478.0,3915.386,27.396,3915.386,27.396,11064.231,83.427,11064.231,83.427,1.48,16.498,1.48,11.1,16.498,11.1,162.039,594478.0,162.039,594478.0,3915.386,27.396,3915.386,27.396,11064.231,83.427,11064.231,83.427,1.48
MRCBF,2021Q3,11.1,102.626,11.1,151.305,337086.0,151.305,337086.0,4066.27,48.157,4066.27,48.157,11204.2,112.135,11204.2,112.135,9.25,102.626,9.25,11.1,102.626,11.1,151.305,337086.0,151.305,337086.0,4066.27,48.157,4066.27,48.157,11204.2,112.135,11204.2,112.135,9.25
MRCBF,2021Q4,11.101,115.481,11.101,145.303,282924.0,145.303,282924.0,4173.747,178.786,4173.747,178.786,11492.543,119.532,11492.543,119.532,10.4,115.481,10.4,11.101,115.481,11.101,145.303,282924.0,145.303,282924.0,4173.747,178.786,4173.747,178.786,11492.543,119.532,11492.543,119.532,10.4
MRCBF,2022Q1,11.101,206.269,11.101,192.671,195577.0,192.671,195577.0,4377.825,14.532,4377.825,14.532,11798.075,65.521,11798.075,65.521,18.58,206.269,18.58,11.101,206.269,11.101,192.671,195577.0,192.671,195577.0,4377.825,14.532,4377.825,14.532,11798.075,65.521,11798.075,65.521,18.58
MRCBF,2022Q2,11.096,232.708,11.096,142.574,212496.0,142.574,212496.0,4672.793,100.838,4672.793,100.838,12063.059,133.455,12063.059,133.455,20.96,232.708,20.96,11.096,232.708,11.096,142.574,212496.0,142.574,212496.0,4672.793,100.838,4672.793,100.838,12063.059,133.455,12063.059,133.455,20.96
MRCBF,2023Q3,10.813,5.494,10.813,142.516,131243.0,142.516,131243.0,4382.067,198.633,4382.067,198.633,11692.182,163.761,11692.182,163.761,0.51,5.494,0.51,10.813,5.494,10.813,142.516,131243.0,142.516,131243.0,4382.067,198.633,4382.067,198.633,11692.182,163.761,11692.182,163.761,0.51
MRCBF,2023Q4,10.813,13.554,10.813,148.166,181738.0,148.166,181738.0,4343.09,337.826,4343.09,337.826,11623.088,161.451,11623.088,161.451,1.25,13.554,1.25,10.813,13.554,10.813,148.166,181738.0,148.166,181738.0,4343.09,337.826,4343.09,337.826,11623.088,161.451,11623.088,161.451,1.25
MRCBF,2024Q1,10.813,130.446,10.813,196.109,133507.0,196.109,133507.0,4502.184,22.483,4502.184,22.483,11378.512,82.89,11378.512,82.89,12.06,130.446,12.06,10.813,130.446,10.813,196.109,133507.0,196.109,133507.0,4502.184,22.483,4502.184,22.483,11378.512,82.89,11378.512,82.89,12.06
MRCBF,2024Q2,10.813,53.858,10.813,127.414,158843.0,127.414,158843.0,4572.861,60.526,4572.861,60.526,11521.843,148.12,11521.843,148.12,4.98,53.858,4.98,10.813,53.858,10.813,127.414,158843.0,127.414,158843.0,4572.861,60.526,4572.861,60.526,11521.843,148.12,11521.843,148.12,4.98
MRCBF,2024Q3,10.813,0.498,10.813,130.006,142804.0,130.006,142804.0,4560.056,101.32,4560.056,101.32,11543.864,144.201,11543.864,144.201,0.05,0.498,0.05,10.813,0.498,10.813,130.006,142804.0,130.006,142804.0,4560.056,101.32,4560.056,101.32,11543.864,144.201,11543.864,144.201,0.05
MYCB,2013Q1,11.987,-0.006,11.987,0.006,16548.0,0.006,16548.0,1.087,0.0,1.087,0.0,3.671,-0.006,3.671,-0.006,0.0,-0.006,0.0,11.987,-0.006,11.987,0.006,16548.0,0.006,16548.0,1.087,0.0,1.087,0.0,3.671,-0.006,3.671,-0.006,0.0
MYCB,2013Q2,11.7,-0.011,11.7,0.011,16548.0,0.011,16548.0,0.02,0.0,0.02,0.0,0.021,-0.011,0.021,-0.011,0.0,-0.011,0.0,11.7,-0.011,11.7,0.011,16548.0,0.011,16548.0,0.02,0.0,0.02,0.0,0.021,-0.011,0.021,-0.011,0.0
MYCB,2013Q3,11.7,-0.014,11.7,0.014,16548.0,0.014,16548.0,0.007,0.0,0.007,0.0,0.013,-0.014,0.013,-0.014,0.0,-0.014,0.0,11.7,-0.014,11.7,0.014,16548.0,0.014,16548.0,0.007,0.0,0.007,0.0,0.013,-0.014,0.013,-0.014,0.0
MYCB,2013Q4,11.7,-0.004,11.7,0.004,1000.0,0.004,1000.0,0.003,0.0,0.003,0.0,0.004,-0.004,0.004,-0.004,0.0,-0.004,0.0,11.7,-0.004,11.7,0.004,1000.0,0.004,1000.0,0.003,0.0,0.003,0.0,0.004,-0.004,0.004,-0.004,0.0
GNLAF,2022Q3,56.863,1.857,56.863,40.725,109624.0,40.725,109624.0,228.588,0.479,228.588,0.479,339.075,2.944,339.075,2.944,0.04,1.857,0.04,56.863,1.857,56.863,40.725,109624.0,40.725,109624.0,228.588,0.479,228.588,0.479,339.075,2.944,339.075,2.944,0.04
GNLAF,2022Q4,56.863,3.062,56.863,50.342,333136.0,50.342,333136.0,227.337,0.607,227.337,0.607,364.14,4.168,364.14,4.168,0.05,3.062,0.05,56.863,3.062,56.863,50.342,333136.0,50.342,333136.0,227.337,0.607,227.337,0.607,364.14,4.168,364.14,4.168,0.05
GNLAF,2023Q1,56.853,0.16,56.853,36.359,161579.0,36.359,161579.0,237.197,0.18,237.197,0.18,362.416,1.324,362.416,1.324,0.0,0.16,0.0,56.853,0.16,56.853,36.359,161579.0,36.359,161579.0,237.197,0.18,237.197,0.18,362.416,1.324,362.416,1.324,0.0
LCANF,2011Q4,218.182,-2.476,218.182,2.503,21730628.0,2.503,21730628.0,21.256,0.026,21.256,0.026,22.359,-2.249,22.359,-2.249,-0.01,-2.476,-0.01,218.182,-2.476,218.182,2.503,21730628.0,2.503,21730628.0,21.256,0.026,21.256,0.026,22.359,-2.249,22.359,-2.249,-0.01
LCANF,2012Q1,218.182,-0.071,218.182,1.34,3446416.0,1.34,3446416.0,21.088,0.0,21.088,0.0,22.919,0.738,22.919,0.738,0.0,-0.071,0.0,218.182,-0.071,218.182,1.34,3446416.0,1.34,3446416.0,21.088,0.0,21.088,0.0,22.919,0.738,22.919,0.738,0.0
LCANF,2012Q2,218.182,-1.503,218.182,2.346,9197197.0,2.346,9197197.0,19.981,0.002,19.981,0.002,21.635,-0.66,21.635,-0.66,-0.01,-1.503,-0.01,218.182,-1.503,218.182,2.346,9197197.0,2.346,9197197.0,19.981,0.002,19.981,0.002,21.635,-0.66,21.635,-0.66,-0.01
LCANF,2012Q3,218.982,0.075,218.982,2.202,5358931.0,2.202,5358931.0,19.762,0.002,19.762,0.002,22.215,0.125,22.215,0.125,0.0,0.075,0.0,218.982,0.075,218.982,2.202,5358931.0,2.202,5358931.0,19.762,0.002,19.762,0.002,22.215,0.125,22.215,0.125,0.0
LCANF,2012Q4,262.732,-7.826,262.732,9.517,7712367.0,9.517,7712367.0,19.032,0.021,19.032,0.021,39.928,-1.287,39.928,-1.287,-0.04,-7.826,-0.04,262.732,-7.826,262.732,9.517,7712367.0,9.517,7712367.0,19.032,0.021,19.032,0.021,39.928,-1.287,39.928,-1.287,-0.04
LCANF,2013Q1,262.732,-0.551,262.732,15.243,4347614.0,15.243,4347614.0,19.068,0.019,19.068,0.019,43.747,-0.978,43.747,-0.978,0.0,-0.551,0.0,262.732,-0.551,262.732,15.243,4347614.0,15.243,4347614.0,19.068,0.019,19.068,0.019,43.747,-0.978,43.747,-0.978,0.0
LCANF,2013Q2,271.482,-1.708,271.482,24.416,4226701.0,24.416,4226701.0,18.997,0.217,18.997,0.217,55.828,-0.569,55.828,-0.569,-0.01,-1.708,-0.01,271.482,-1.708,271.482,24.416,4226701.0,24.416,4226701.0,18.997,0.217,18.997,0.217,55.828,-0.569,55.828,-0.569,-0.01
LCANF,2013Q3,271.482,-0.99,271.482,20.487,5123850.0,20.487,5123850.0,17.91,0.381,17.91,0.381,51.673,-0.115,51.673,-0.115,0.0,-0.99,0.0,271.482,-0.99,271.482,20.487,5123850.0,20.487,5123850.0,17.91,0.381,17.91,0.381,51.673,-0.115,51.673,-0.115,0.0
LCANF,2013Q4,271.482,-0.092,271.482,12.036,3370454.0,12.036,3370454.0,20.057,0.859,20.057,0.859,61.774,-1.309,61.774,-1.309,0.0,-0.092,0.0,271.482,-0.092,271.482,12.036,3370454.0,12.036,3370454.0,20.057,0.859,20.057,0.859,61.774,-1.309,61.774,-1.309,0.0
LCANF,2014Q1,271.482,-1.224,271.482,15.965,8137144.0,15.965,8137144.0,19.494,0.321,19.494,0.321,62.598,-0.752,62.598,-0.752,0.0,-1.224,0.0,271.482,-1.224,271.482,15.965,8137144.0,15.965,8137144.0,19.494,0.321,19.494,0.321,62.598,-0.752,62.598,-0.752,0.0
LEJUY,2012Q4,120.0,-6.131,120.0,63.533,,63.533,,193.279,18.18,193.279,18.18,393.867,-6.969,393.867,-6.969,-0.05,-6.131,-0.05,120.0,-6.131,120.0,63.533,,63.533,,193.279,18.18,193.279,18.18,393.867,-6.969,393.867,-6.969,-0.05
LEJUY,2013Q1,120.0,-9.813,120.0,49.433,,49.433,,193.279,18.18,193.279,18.18,393.867,-9.609,393.867,-9.609,-0.07,-9.813,-0.07,120.0,-9.813,120.0,49.433,,49.433,,193.279,18.18,193.279,18.18,393.867,-9.609,393.867,-9.609,-0.07
LEJUY,2013Q2,120.0,5.695,120.0,66.034,,66.034,,193.279,18.18,193.279,18.18,393.867,5.818,393.867,5.818,0.04,5.695,0.04,120.0,5.695,120.0,66.034,,66.034,,193.279,18.18,193.279,18.18,393.867,5.818,393.867,5.818,0.04
LEJUY,2013Q3,120.0,21.92,120.0,75.721,,75.721,,193.279,18.18,193.279,18.18,393.867,21.673,393.867,21.673,0.17,21.92,0.17,120.0,21.92,120.0,75.721,,75.721,,193.279,18.18,193.279,18.18,393.867,21.673,393.867,21.673,0.17
LEJUY,2013Q4,120.0,24.723,120.0,98.946,,98.946,,251.79,16.957,251.79,16.957,402.938,27.406,402.938,27.406,0.19,24.723,0.19,120.0,24.723,120.0,98.946,,98.946,,251.79,16.957,251.79,16.957,402.938,27.406,402.938,27.406,0.19
LEJUY,2014Q1,132.029,2.242,132.029,76.603,,76.603,,238.011,16.957,238.011,16.957,394.33,1.938,394.33,1.938,0.02,2.242,0.02,132.029,2.242,132.029,76.603,,76.603,,238.011,16.957,238.011,16.957,394.33,1.938,394.33,1.938,0.02
LEJUY,2014Q2,133.529,15.371,133.529,100.211,29681499.0,100.211,29681499.0,375.905,16.957,375.905,16.957,545.282,17.152,545.282,17.152,0.12,15.371,0.12,133.529,15.371,133.529,100.211,29681499.0,100.211,29681499.0,375.905,16.957,375.905,16.957,545.282,17.152,545.282,17.152,0.12
LEJUY,2014Q3,133.529,25.683,133.529,97.491,51351948.0,97.491,51351948.0,384.955,16.957,384.955,16.957,589.25,30.783,589.25,30.783,0.19,25.683,0.19,133.529,25.683,133.529,97.491,51351948.0,97.491,51351948.0,384.955,16.957,384.955,16.957,589.25,30.783,589.25,30.783,0.19
LEJUY,2014Q4,134.016,23.225,134.016,143.167,32064799.0,143.167,32064799.0,414.924,12.122,414.924,12.122,638.266,28.678,638.266,28.678,0.17,23.225,0.17,134.016,23.225,134.016,143.167,32064799.0,143.167,32064799.0,414.924,12.122,414.924,12.122,638.266,28.678,638.266,28.678,0.17
LEJUY,2015Q1,134.365,-5.323,134.365,101.143,26423485.0,101.143,26423485.0,386.144,0.6,386.144,0.6,627.435,-7.712,627.435,-7.712,-0.04,-5.323,-0.04,134.365,-5.323,134.365,101.143,26423485.0,101.143,26423485.0,386.144,0.6,386.144,0.6,627.435,-7.712,627.435,-7.712,-0.04
LEJUY,2015Q2,134.656,11.846,134.656,143.119,39342170.0,143.119,39342170.0,400.925,0.6,400.925,0.6,611.361,14.687,611.361,14.687,0.09,11.846,0.09,134.656,11.846,134.656,143.119,39342170.0,143.119,39342170.0,400.925,0.6,400.925,0.6,611.361,14.687,611.361,14.687,0.09
LEJUY,2015Q3,134.681,16.043,134.681,132.816,25301279.0,132.816,25301279.0,413.208,0.6,413.208,0.6,616.879,18.39,616.879,18.39,0.12,16.043,0.12,134.681,16.043,134.681,132.816,25301279.0,132.816,25301279.0,413.208,0.6,413.208,0.6,616.879,18.39,616.879,18.39,0.12
LEJUY,2015Q4,134.931,12.764,134.931,158.682,14487805.0,158.682,14487805.0,424.233,14.811,424.233,14.811,626.838,14.679,626.838,14.679,0.09,12.764,0.09,134.931,12.764,134.931,158.682,14487805.0,158.682,14487805.0,424.233,14.811,424.233,14.811,626.838,14.679,626.838,14.679,0.09
LEJUY,2016Q1,135.246,-10.964,135.246,126.909,12427944.0,126.909,12427944.0,416.436,0.3,416.436,0.3,599.029,-13.921,599.029,-13.921,-0.08,-10.964,-0.08,135.246,-10.964,135.246,126.909,12427944.0,126.909,12427944.0,416.436,0.3,416.436,0.3,599.029,-13.921,599.029,-13.921,-0.08
LEJUY,2016Q2,135.264,9.528,135.264,148.937,4433343.0,148.937,4433343.0,423.108,0.3,423.108,0.3,610.602,9.386,610.602,9.386,0.07,9.528,0.07,135.264,9.528,135.264,148.937,4433343.0,148.937,4433343.0,423.108,0.3,423.108,0.3,610.602,9.386,610.602,9.386,0.07
LEJUY,2016Q3,135.284,17.099,135.284,157.998,6005277.0,157.998,6005277.0,441.178,0.3,441.178,0.3,644.266,25.304,644.266,25.304,0.13,17.099,0.13,135.284,17.099,135.284,157.998,6005277.0,157.998,6005277.0,441.178,0.3,441.178,0.3,644.266,25.304,644.266,25.304,0.13
LEJUY,2016Q4,135.504,-25.452,135.504,145.444,6071749.0,145.444,6071749.0,406.36,4.243,406.36,4.243,575.867,-40.545,575.867,-40.545,-0.19,-25.452,-0.19,135.504,-25.452,135.504,145.444,6071749.0,145.444,6071749.0,406.36,4.243,406.36,4.243,575.867,-40.545,575.867,-40.545,-0.19
LEJUY,2017Q1,135.764,-28.173,135.764,114.651,5842708.0,114.651,5842708.0,380.38,4.243,380.38,4.243,515.131,-46.343,515.131,-46.343,-0.21,-28.173,-0.21,135.764,-28.173,135.764,114.651,5842708.0,114.651,5842708.0,380.38,4.243,380.38,4.243,515.131,-46.343,515.131,-46.343,-0.21
LEJUY,2017Q2,135.764,-87.303,135.764,137.094,5353398.0,137.094,5353398.0,296.859,4.243,296.859,4.243,456.226,-44.405,456.226,-44.405,-0.64,-87.303,-0.64,135.764,-87.303,135.764,137.094,5353398.0,137.094,5353398.0,296.859,4.243,296.859,4.243,456.226,-44.405,456.226,-44.405,-0.64
LEJUY,2017Q3,135.764,-23.123,135.764,124.675,8850710.0,124.675,8850710.0,275.772,4.243,275.772,4.243,465.771,-29.508,465.771,-29.508,-0.17,-23.123,-0.17,135.764,-23.123,135.764,124.675,8850710.0,124.675,8850710.0,275.772,4.243,275.772,4.243,465.771,-29.508,465.771,-29.508,-0.17
LEJUY,2017Q4,135.764,-22.302,135.764,131.911,9082072.0,131.911,9082072.0,257.038,2.527,257.038,2.527,438.944,-25.543,438.944,-25.543,-0.16,-22.302,-0.16,135.764,-22.302,135.764,131.911,9082072.0,131.911,9082072.0,257.038,2.527,257.038,2.527,438.944,-25.543,438.944,-25.543,-0.16
LEJUY,2018Q1,135.764,-20.862,135.764,113.853,10310538.0,113.853,10310538.0,238.948,2.527,238.948,2.527,418.975,-32.33,418.975,-32.33,-0.15,-20.862,-0.15,135.764,-20.862,135.764,113.853,10310538.0,113.853,10310538.0,238.948,2.527,238.948,2.527,418.975,-32.33,418.975,-32.33,-0.15
LEJUY,2018Q2,135.764,-0.884,135.764,113.154,9743752.0,113.154,9743752.0,236.029,2.527,236.029,2.527,428.349,9.522,428.349,9.522,-0.01,-0.884,-0.01,135.764,-0.884,135.764,113.154,9743752.0,113.154,9743752.0,236.029,2.527,236.029,2.527,428.349,9.522,428.349,9.522,-0.01
LEJUY,2018Q3,135.764,6.844,135.764,123.13,17684381.0,123.13,17684381.0,241.2,2.527,241.2,2.527,424.531,10.458,424.531,10.458,0.05,6.844,0.05,135.764,6.844,135.764,123.13,17684381.0,123.13,17684381.0,241.2,2.527,241.2,2.527,424.531,10.458,424.531,10.458,0.05
LEJUY,2018Q4,135.764,1.421,135.764,125.03,5327006.0,125.03,5327006.0,241.566,0.947,241.566,0.947,416.727,-0.786,416.727,-0.786,0.01,1.421,0.01,135.764,1.421,135.764,125.03,5327006.0,125.03,5327006.0,241.566,0.947,241.566,0.947,416.727,-0.786,416.727,-0.786,0.01
LEJUY,2019Q1,135.764,-13.491,135.764,129.515,1949708.0,129.515,1949708.0,231.923,0.947,231.923,0.947,447.17,-19.082,447.17,-19.082,-0.1,-13.491,-0.1,135.764,-13.491,135.764,129.515,1949708.0,129.515,1949708.0,231.923,0.947,231.923,0.947,447.17,-19.082,447.17,-19.082,-0.1
LEJUY,2019Q2,135.764,9.352,135.764,158.333,1228812.0,158.333,1228812.0,238.344,0.947,238.344,0.947,479.202,11.632,479.202,11.632,0.07,9.352,0.07,135.764,9.352,135.764,158.333,1228812.0,158.333,1228812.0,238.344,0.947,238.344,0.947,479.202,11.632,479.202,11.632,0.07
LEJUY,2019Q3,135.771,11.159,135.771,170.214,5959681.0,170.214,5959681.0,244.963,0.947,244.963,0.947,517.759,15.185,517.759,15.185,0.08,11.159,0.08,135.771,11.159,135.771,170.214,5959681.0,170.214,5959681.0,244.963,0.947,244.963,0.947,517.759,15.185,517.759,15.185,0.08
LEJUY,2019Q4,135.813,4.502,135.813,217.401,3942379.0,217.401,3942379.0,252.359,7.969,252.359,7.969,524.48,9.407,524.48,9.407,0.03,4.502,0.03,135.813,4.502,135.813,217.401,3942379.0,217.401,3942379.0,252.359,7.969,252.359,7.969,524.48,9.407,524.48,9.407,0.03
LEJUY,2020Q1,135.813,4.502,135.813,217.401,7700618.0,217.401,7700618.0,252.359,7.969,252.359,7.969,524.48,9.407,524.48,9.407,0.03,4.502,0.03,135.813,4.502,135.813,217.401,7700618.0,217.401,7700618.0,252.359,7.969,252.359,7.969,524.48,9.407,524.48,9.407,0.03
LEJUY,2020Q2,135.974,1.492,135.974,278.808,6382047.0,278.808,6382047.0,252.321,7.969,252.321,7.969,617.99,0.908,617.99,0.908,0.01,1.492,0.01,135.974,1.492,135.974,278.808,6382047.0,278.808,6382047.0,252.321,7.969,252.321,7.969,617.99,0.908,617.99,0.908,0.01
LEJUY,2020Q3,136.29,11.692,136.29,196.613,26726415.0,196.613,26726415.0,274.274,7.969,274.274,7.969,647.976,12.78,647.976,12.78,0.08,11.692,0.08,136.29,11.692,136.29,196.613,26726415.0,196.613,26726415.0,274.274,7.969,274.274,7.969,647.976,12.78,647.976,12.78,0.08
LEJUY,2020Q4,136.326,6.118,136.326,220.367,13055139.0,220.367,13055139.0,294.785,1.553,294.785,1.553,641.961,10.05,641.961,10.05,0.04,6.118,0.04,136.326,6.118,136.326,220.367,13055139.0,220.367,13055139.0,294.785,1.553,294.785,1.553,641.961,10.05,641.961,10.05,0.04
LEJUY,2021Q1,136.326,6.118,136.326,220.367,8467864.0,220.367,8467864.0,294.785,1.553,294.785,1.553,641.961,10.05,641.961,10.05,0.04,6.118,0.04,136.326,6.118,136.326,220.367,8467864.0,220.367,8467864.0,294.785,1.553,294.785,1.553,641.961,10.05,641.961,10.05,0.04
LEJUY,2021Q2,136.796,-47.772,136.796,351.143,5279123.0,351.143,5279123.0,251.712,1.553,251.712,1.553,592.498,-50.051,592.498,-50.051,-0.35,-47.772,-0.35,136.796,-47.772,136.796,351.143,5279123.0,351.143,5279123.0,251.712,1.553,251.712,1.553,592.498,-50.051,592.498,-50.051,-0.35
LEJUY,2021Q3,136.796,-47.772,136.796,351.143,4013292.0,351.143,4013292.0,251.712,1.553,251.712,1.553,592.498,-50.051,592.498,-50.051,-0.35,-47.772,-0.35,136.796,-47.772,136.796,351.143,4013292.0,351.143,4013292.0,251.712,1.553,251.712,1.553,592.498,-50.051,592.498,-50.051,-0.35
LEJUY,2021Q4,136.823,-103.162,136.823,350.281,13346265.0,350.281,13346265.0,151.059,1.115,151.059,1.115,437.248,-117.256,437.248,-117.256,-0.75,-103.162,-0.75,136.823,-103.162,136.823,350.281,13346265.0,350.281,13346265.0,151.059,1.115,151.059,1.115,437.248,-117.256,437.248,-117.256,-0.75
LEJUY,2022Q1,136.823,-103.162,136.823,350.281,13920456.0,350.281,13920456.0,151.059,1.115,151.059,1.115,437.248,-117.256,437.248,-117.256,-0.75,-103.162,-0.75,136.823,-103.162,136.823,350.281,13920456.0,350.281,13920456.0,151.059,1.115,151.059,1.115,437.248,-117.256,437.248,-117.256,-0.75
LEJUY,2022Q2,137.173,-52.852,137.173,234.236,3003907.9,234.236,3003907.9,93.842,1.115,93.842,1.115,308.97,-64.788,308.97,-64.788,-3.86,-52.852,-3.86,137.173,-52.852,137.173,234.236,3003907.9,234.236,3003907.9,93.842,1.115,93.842,1.115,308.97,-64.788,308.97,-64.788,-3.86
LEJUY,2022Q3,137.173,-52.852,137.173,234.236,1806075.0,234.236,1806075.0,93.842,1.115,93.842,1.115,308.97,-64.788,308.97,-64.788,-3.86,-52.852,-3.86,137.173,-52.852,137.173,234.236,1806075.0,234.236,1806075.0,93.842,1.115,93.842,1.115,308.97,-64.788,308.97,-64.788,-3.86
LEJUY,2022Q4,13.717,-36.816,13.717,214.869,769802.0,214.869,769802.0,52.96,0.14,52.96,0.14,216.111,-41.135,216.111,-41.135,-2.68,-36.816,-2.68,13.717,-36.816,13.717,214.869,769802.0,214.869,769802.0,52.96,0.14,52.96,0.14,216.111,-41.135,216.111,-41.135,-2.68
LEJUY,2023Q1,13.717,-36.816,13.717,214.869,211547.0,214.869,211547.0,52.96,0.14,52.96,0.14,216.111,-41.135,216.111,-41.135,-2.68,-36.816,-2.68,13.717,-36.816,13.717,214.869,211547.0,214.869,211547.0,52.96,0.14,52.96,0.14,216.111,-41.135,216.111,-41.135,-2.68
LEJUY,2023Q2,137.173,-19.435,137.173,182.035,36216589.0,182.035,36216589.0,32.941,0.14,32.941,0.14,177.969,-23.503,177.969,-23.503,-1.42,-19.435,-1.42,137.173,-19.435,137.173,182.035,36216589.0,182.035,36216589.0,32.941,0.14,32.941,0.14,177.969,-23.503,177.969,-23.503,-1.42
LEJUY,2023Q3,137.173,-19.435,137.173,182.035,15962395.0,182.035,15962395.0,32.941,0.14,32.941,0.14,177.969,-23.503,177.969,-23.503,-1.42,-19.435,-1.42,137.173,-19.435,137.173,182.035,15962395.0,182.035,15962395.0,32.941,0.14,32.941,0.14,177.969,-23.503,177.969,-23.503,-1.42
LEJUY,2023Q4,13.779,-36.499,13.779,190.62,3786337.0,190.62,3786337.0,-1.296,0.046,-1.296,0.046,102.191,-32.298,102.191,-32.298,-2.65,-36.499,-2.65,13.779,-36.499,13.779,190.62,3786337.0,190.62,3786337.0,-1.296,0.046,-1.296,0.046,102.191,-32.298,102.191,-32.298,-2.65
WLSE,2010Q1,4.141,-0.318,4.141,1.886,34307.0,1.886,34307.0,1.211,0.197,1.211,0.197,31.921,0.003,31.921,0.003,-0.08,-0.318,-0.08,4.141,-0.318,4.141,1.886,34307.0,1.886,34307.0,1.211,0.197,1.211,0.197,31.921,0.003,31.921,0.003,-0.08
WLSE,2011Q1,3.767,-0.439,3.767,1.881,36642.0,1.881,36642.0,-0.722,0.126,-0.722,0.126,29.123,-0.015,29.123,-0.015,-0.11,-0.439,-0.11,3.767,-0.439,3.767,1.881,36642.0,1.881,36642.0,-0.722,0.126,-0.722,0.126,29.123,-0.015,29.123,-0.015,-0.11
WSC,2017Q4,84.645,-123.27,84.645,88.839,8940293.0,88.839,8940293.0,484.55,116.147,484.55,116.147,1410.742,9.19,1410.742,9.19,-1.46,-123.27,-1.46,84.645,-123.27,84.645,88.839,8940293.0,88.839,8940293.0,484.55,116.147,484.55,116.147,1410.742,9.19,1410.742,9.19,-1.46
